Job_ID,Job_Role,Skills,Skill_Count,Experience,Experience_Level,Target_Students,Domain,Source,Companies,Projects,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Embedding_Text
287,Economics Research Intern,"Data Analysis, Excel, R, Research Methods, Reporting",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Economics Research Intern. Skills: Data Analysis, Excel, R, Research Methods, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
288,Stock Market Intern,"Excel, Trading Platforms, Financial Analysis, Data Interpretation",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Stock Market Intern. Skills: Excel, Trading Platforms, Financial Analysis, Data Interpretation. Experience: Entry-level (0-2 years). Domain: Finance"
289,Insurance Intern,"Communication, Excel, Insurance Knowledge, Data Entry, Reporting",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Insurance Intern. Skills: Communication, Excel, Insurance Knowledge, Data Entry, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
290,Agricultural Research Intern,"Crop Study, Data Collection, Soil Testing, Reporting, Observation",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agricultural Research Intern. Skills: Crop Study, Data Collection, Soil Testing, Reporting, Observation. Experience: Entry-level (0-2 years). Domain: Agriculture"
291,Food Technology Intern,"Food Analysis, Lab Testing, Data Collection, Reporting",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Food Technology Intern. Skills: Food Analysis, Lab Testing, Data Collection, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
292,Veterinary Research Intern,"Animal Health, Lab Techniques, Data Analysis, Reporting",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Veterinary Research Intern. Skills: Animal Health, Lab Techniques, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Medical"
293,Bioinformatics Intern,"Python, R, Data Analysis, Genomics, Research Methods",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Bioinformatics Intern. Skills: Python, R, Data Analysis, Genomics, Research Methods. Experience: Entry-level (0-2 years). Domain: Research"
294,Chemistry Lab Intern,"Lab Techniques, Safety, Data Recording, Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Chemical,XLSX,,,,0,0,0,False,"Job Role: Chemistry Lab Intern. Skills: Lab Techniques, Safety, Data Recording, Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Chemical"
295,Physics Lab Intern,"Experimentation, Data Recording, MATLAB, Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Physics Lab Intern. Skills: Experimentation, Data Recording, MATLAB, Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
296,Math Research Intern,"Statistics, Excel, R, Problem Solving, Reporting",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Math Research Intern. Skills: Statistics, Excel, R, Problem Solving, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
297,Psychology Research Intern,"Research Methods, Observation, Data Analysis, Reporting",4,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Psychology Research Intern. Skills: Research Methods, Observation, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
298,Sociology Intern,"Surveys, Data Analysis, Report Writing, Observation",4,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Sociology Intern. Skills: Surveys, Data Analysis, Report Writing, Observation. Experience: Entry-level (0-2 years). Domain: Research"
299,School Coding Intern,"Scratch, Python Basics, Logical Thinking, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Coding Intern. Skills: Scratch, Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
300,Science Project Intern,"Basic Experiments, Observation, Reporting, Safety",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: Science Project Intern. Skills: Basic Experiments, Observation, Reporting, Safety. Experience: Entry-level (0-2 years). Domain: Research"
301,Math Tutor Intern,"Mathematics Knowledge, Communication, Teaching Skills, Patience",4,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Math Tutor Intern. Skills: Mathematics Knowledge, Communication, Teaching Skills, Patience. Experience: Entry-level (0-2 years). Domain: Non-Technical"
302,Art & Craft Intern,"Drawing, Painting, Creativity, Attention to Detail",4,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Art & Craft Intern. Skills: Drawing, Painting, Creativity, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Non-Technical"
303,Creative Writing Intern,"Writing, Grammar, Creativity, Storytelling, Communication",5,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Creative Writing Intern. Skills: Writing, Grammar, Creativity, Storytelling, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
304,Robotics for Kids,"LEGO Mindstorms, Sensors, Logic, Problem Solving, Creativity",5,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: Robotics for Kids. Skills: LEGO Mindstorms, Sensors, Logic, Problem Solving, Creativity. Experience: Entry-level (0-2 years). Domain: Technical"
305,Animation for Kids,"Basic 2D/3D Animation, Creativity, Storyboarding",3,Entry-level (0-2 years),1.0,School,Creative,XLSX,,,,0,0,0,False,"Job Role: Animation for Kids. Skills: Basic 2D/3D Animation, Creativity, Storyboarding. Experience: Entry-level (0-2 years). Domain: Creative"
306,Environmental Club Intern,"Awareness Programs, Reporting, Data Collection, Teamwork",4,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Environmental Club Intern. Skills: Awareness Programs, Reporting, Data Collection, Teamwork. Experience: Entry-level (0-2 years). Domain: Non-Technical"
307,School Astronomy Intern,"Observation, Telescope Basics, Data Recording, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Astronomy Intern. Skills: Observation, Telescope Basics, Data Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
308,School Biology Intern,"Plant/Animal Study, Data Collection, Observation, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Biology Intern. Skills: Plant/Animal Study, Data Collection, Observation, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
309,School Chemistry Intern,"Simple Lab Experiments, Safety, Observation, Data Recording",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Chemistry Intern. Skills: Simple Lab Experiments, Safety, Observation, Data Recording. Experience: Entry-level (0-2 years). Domain: Research"
310,School Physics Intern,"Experiments, Observation, Data Recording, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Physics Intern. Skills: Experiments, Observation, Data Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
311,School Coding & Robotics,"Scratch, Arduino Basics, Logic, Creativity, Problem Solving",5,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Coding & Robotics. Skills: Scratch, Arduino Basics, Logic, Creativity, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
312,Mechanical Design Engineer,"CAD, SolidWorks, AutoCAD, Material Science, Stress Analysis, Problem Solving",6,Entry-level (0-2 years),1.0,College,Mechanical,XLSX,,,,0,0,0,False,"Job Role: Mechanical Design Engineer. Skills: CAD, SolidWorks, AutoCAD, Material Science, Stress Analysis, Problem Solving. Experience: Entry-level (0-2 years). Domain: Mechanical"
313,Automotive Intern,"Vehicle Mechanics, CAD, Diagnostics, Data Collection, Problem Solving",5,Entry-level (0-2 years),1.0,College,Mechanical,XLSX,,,,0,0,0,False,"Job Role: Automotive Intern. Skills: Vehicle Mechanics, CAD, Diagnostics, Data Collection, Problem Solving. Experience: Entry-level (0-2 years). Domain: Mechanical"
314,Aerospace Engineering Intern,"Aerodynamics, CAD, MATLAB, Simulation, Propulsion Basics",5,Entry-level (0-2 years),1.0,College,Aerospace,XLSX,,,,0,0,0,False,"Job Role: Aerospace Engineering Intern. Skills: Aerodynamics, CAD, MATLAB, Simulation, Propulsion Basics. Experience: Entry-level (0-2 years). Domain: Aerospace"
315,Aeronautical Design Intern,"Aerodynamics, CAD, Flight Mechanics, Simulation, Problem Solving",5,Entry-level (0-2 years),1.0,College,Aeronautical,XLSX,,,,0,0,0,False,"Job Role: Aeronautical Design Intern. Skills: Aerodynamics, CAD, Flight Mechanics, Simulation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Aeronautical"
316,Avionics Intern,"Embedded Systems, Circuit Design, Sensors, MATLAB, Problem Solving",5,Entry-level (0-2 years),1.0,College,Aeronautical,XLSX,,,,0,0,0,False,"Job Role: Avionics Intern. Skills: Embedded Systems, Circuit Design, Sensors, MATLAB, Problem Solving. Experience: Entry-level (0-2 years). Domain: Aeronautical"
317,Electrical Power Intern,"Circuit Analysis, MATLAB, Power Systems, Simulation, Testing",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Electrical Power Intern. Skills: Circuit Analysis, MATLAB, Power Systems, Simulation, Testing. Experience: Entry-level (0-2 years). Domain: Electrical"
318,Control Systems Intern,"MATLAB, Simulink, PID Control, Sensors, Problem Solving",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Control Systems Intern. Skills: MATLAB, Simulink, PID Control, Sensors, Problem Solving. Experience: Entry-level (0-2 years). Domain: Electrical"
319,Instrumentation Intern,"Sensors, Measurement Systems, Calibration, Data Logging, Analysis",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Instrumentation Intern. Skills: Sensors, Measurement Systems, Calibration, Data Logging, Analysis. Experience: Entry-level (0-2 years). Domain: Electrical"
320,Biomedical Intern,"Anatomy Basics, Lab Techniques, Data Analysis, Reporting",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Biomedical Intern. Skills: Anatomy Basics, Lab Techniques, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Medical"
321,Medical Lab Intern,"Lab Testing, Sample Collection, Data Recording, Reporting, Safety",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Medical Lab Intern. Skills: Lab Testing, Sample Collection, Data Recording, Reporting, Safety. Experience: Entry-level (0-2 years). Domain: Medical"
322,Pharmacy Intern,"Drug Knowledge, Lab Techniques, Data Entry, Reporting",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Pharmacy Intern. Skills: Drug Knowledge, Lab Techniques, Data Entry, Reporting. Experience: Entry-level (0-2 years). Domain: Medical"
323,Nursing Intern,"Patient Care, Monitoring, Communication, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Nursing Intern. Skills: Patient Care, Monitoring, Communication, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
324,Dietician Intern,"Nutrition Knowledge, Data Analysis, Reporting, Communication",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Dietician Intern. Skills: Nutrition Knowledge, Data Analysis, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Medical"
325,Hospital Admin Intern,"Communication, Scheduling, Record Keeping, Coordination",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Hospital Admin Intern. Skills: Communication, Scheduling, Record Keeping, Coordination. Experience: Entry-level (0-2 years). Domain: Non-Technical"
326,Clinical Research Intern,"Research Methods, Data Analysis, Lab Skills, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Clinical Research Intern. Skills: Research Methods, Data Analysis, Lab Skills, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
327,Biotech Intern,"Lab Techniques, Data Analysis, Research Methods, Reporting",4,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Biotech Intern. Skills: Lab Techniques, Data Analysis, Research Methods, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
328,Genetic Research Intern,"DNA Analysis, Lab Techniques, Data Recording, Bioinformatics Basics",4,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Genetic Research Intern. Skills: DNA Analysis, Lab Techniques, Data Recording, Bioinformatics Basics. Experience: Entry-level (0-2 years). Domain: Research"
329,Renewable Energy Research,"Solar, Wind Basics, MATLAB, Data Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Renewable Energy Research. Skills: Solar, Wind Basics, MATLAB, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Electrical"
330,Robotics Research Intern,"Arduino, Sensors, Python/C++, Data Logging, Problem Solving",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Robotics Research Intern. Skills: Arduino, Sensors, Python/C++, Data Logging, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
331,AI Research Intern,"Python, TensorFlow, Scikit-learn, Data Analysis, Research",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: AI Research Intern. Skills: Python, TensorFlow, Scikit-learn, Data Analysis, Research. Experience: Entry-level (0-2 years). Domain: Technical"
332,Machine Learning Intern,"Python, Data Analysis, Regression, Classification, Algorithms",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Machine Learning Intern. Skills: Python, Data Analysis, Regression, Classification, Algorithms. Experience: Entry-level (0-2 years). Domain: Technical"
333,Data Science Intern,"Python, R, SQL, Tableau, Data Cleaning, Analysis",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Data Science Intern. Skills: Python, R, SQL, Tableau, Data Cleaning, Analysis. Experience: Entry-level (0-2 years). Domain: Technical"
334,Software QA Intern,"Manual Testing, Test Cases, Bug Tracking, Reporting",4,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Software QA Intern. Skills: Manual Testing, Test Cases, Bug Tracking, Reporting. Experience: Entry-level (0-2 years). Domain: Technical"
335,Cloud Computing Intern,"AWS Basics, Python, Networking, Virtual Machines, Problem Solving",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cloud Computing Intern. Skills: AWS Basics, Python, Networking, Virtual Machines, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
336,Cybersecurity Intern,"Networking, Python, Security Basics, Vulnerability Analysis",4,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cybersecurity Intern. Skills: Networking, Python, Security Basics, Vulnerability Analysis. Experience: Entry-level (0-2 years). Domain: Technical"
337,Ethical Hacking Intern,"Kali Linux, Networking, Pen Testing, Scripting Basics",4,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Ethical Hacking Intern. Skills: Kali Linux, Networking, Pen Testing, Scripting Basics. Experience: Entry-level (0-2 years). Domain: Technical"
338,IoT Research Intern,"Raspberry Pi, Arduino, Sensors, Python, Data Logging",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: IoT Research Intern. Skills: Raspberry Pi, Arduino, Sensors, Python, Data Logging. Experience: Entry-level (0-2 years). Domain: Technical"
339,VR/AR Intern,"Unity, 3D Modeling, C#, Problem Solving, Creativity",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: VR/AR Intern. Skills: Unity, 3D Modeling, C#, Problem Solving, Creativity. Experience: Entry-level (0-2 years). Domain: Technical"
340,Game Design Intern,"Unity, C#, Storyboarding, Logic, Creativity",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Design Intern. Skills: Unity, C#, Storyboarding, Logic, Creativity. Experience: Entry-level (0-2 years). Domain: Technical"
341,School Robotics Intern,"LEGO, Sensors, Logical Thinking, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Robotics Intern. Skills: LEGO, Sensors, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
342,School Astronomy Club,"Observation, Telescope Basics, Data Recording, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Astronomy Club. Skills: Observation, Telescope Basics, Data Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
343,School Science Project,"Experimentation, Observation, Data Recording, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Science Project. Skills: Experimentation, Observation, Data Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
344,School Physics Intern,"Simple Experiments, Measurement, Data Analysis, Observation",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Physics Intern. Skills: Simple Experiments, Measurement, Data Analysis, Observation. Experience: Entry-level (0-2 years). Domain: Research"
345,School Chemistry Intern,"Lab Safety, Simple Experiments, Observation, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Chemistry Intern. Skills: Lab Safety, Simple Experiments, Observation, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
346,School Biology Intern,"Plant/Animal Study, Observation, Data Collection",3,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Biology Intern. Skills: Plant/Animal Study, Observation, Data Collection. Experience: Entry-level (0-2 years). Domain: Research"
347,School Math & Coding,"Scratch, Python Basics, Logical Thinking, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Math & Coding. Skills: Scratch, Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
348,School Art & Creativity,"Drawing, Painting, Craft, Creativity, Attention to Detail",5,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Art & Creativity. Skills: Drawing, Painting, Craft, Creativity, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Non-Technical"
349,School Writing Club,"Storytelling, Grammar, Creativity, Communication",4,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Writing Club. Skills: Storytelling, Grammar, Creativity, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
350,School Environmental Intern,"Awareness Programs, Data Collection, Reporting, Teamwork",4,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Environmental Intern. Skills: Awareness Programs, Data Collection, Reporting, Teamwork. Experience: Entry-level (0-2 years). Domain: Non-Technical"
351,School Robotics & Coding,"Arduino Basics, Logic, Problem Solving, Creativity",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Robotics & Coding. Skills: Arduino Basics, Logic, Problem Solving, Creativity. Experience: Entry-level (0-2 years). Domain: Technical"
352,School AI/ML Intro,"Python Basics, Logical Thinking, Problem Solving",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School AI/ML Intro. Skills: Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
353,School Astronomy Intern,"Observation, Telescopes, Recording, Reporting",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Astronomy Intern. Skills: Observation, Telescopes, Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
354,School Engineering Club,"Building Models, Simple Mechanics, Creativity, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Engineering Club. Skills: Building Models, Simple Mechanics, Creativity, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
355,School Math & Logic,"Puzzles, Problem Solving, Analytical Thinking",3,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Math & Logic. Skills: Puzzles, Problem Solving, Analytical Thinking. Experience: Entry-level (0-2 years). Domain: Non-Technical"
356,School Science Fair Intern,"Experiments, Observation, Reporting, Presentation",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Science Fair Intern. Skills: Experiments, Observation, Reporting, Presentation. Experience: Entry-level (0-2 years). Domain: Research"
357,Agriculture Research Intern,"Crop Study, Soil Analysis, Reporting, Data Collection",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agriculture Research Intern. Skills: Crop Study, Soil Analysis, Reporting, Data Collection. Experience: Entry-level (0-2 years). Domain: Agriculture"
358,Farm Management Intern,"Irrigation Basics, Crop Management, Data Recording",3,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Farm Management Intern. Skills: Irrigation Basics, Crop Management, Data Recording. Experience: Entry-level (0-2 years). Domain: Agriculture"
359,Agricultural Tech Intern,"Sensors, IoT Basics, Data Collection, Reporting",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agricultural Tech Intern. Skills: Sensors, IoT Basics, Data Collection, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
360,Agri-Business Intern,"Excel, Reporting, Market Analysis, Data Collection",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agri-Business Intern. Skills: Excel, Reporting, Market Analysis, Data Collection. Experience: Entry-level (0-2 years). Domain: Agriculture"
361,Finance Intern,"Excel, Accounting Basics, Data Analysis, Financial Modelling",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Finance Intern. Skills: Excel, Accounting Basics, Data Analysis, Financial Modelling. Experience: Entry-level (0-2 years). Domain: Finance"
362,Accounting Assistant,"Bookkeeping, Excel, Accounting Principles, Data Entry",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Accounting Assistant. Skills: Bookkeeping, Excel, Accounting Principles, Data Entry. Experience: Entry-level (0-2 years). Domain: Finance"
363,Banking Intern,"Customer Service, Finance Basics, Data Handling",3,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Banking Intern. Skills: Customer Service, Finance Basics, Data Handling. Experience: Entry-level (0-2 years). Domain: Finance"
364,Investment Research Intern,"Excel, Python, Financial Analysis, Reporting",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Investment Research Intern. Skills: Excel, Python, Financial Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
365,Risk Management Intern,"Data Analysis, Excel, Reporting, Problem Solving",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Risk Management Intern. Skills: Data Analysis, Excel, Reporting, Problem Solving. Experience: Entry-level (0-2 years). Domain: Finance"
366,Insurance Intern,"Customer Handling, Excel, Reporting, Data Analysis",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Insurance Intern. Skills: Customer Handling, Excel, Reporting, Data Analysis. Experience: Entry-level (0-2 years). Domain: Finance"
367,Financial Modelling Intern,"Excel, Python, Analytics, Forecasting, Reporting",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Financial Modelling Intern. Skills: Excel, Python, Analytics, Forecasting, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
368,Stock Market Research Intern,"Excel, Data Analysis, Market Research, Reporting",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Stock Market Research Intern. Skills: Excel, Data Analysis, Market Research, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
369,Economics Research Intern,"Data Collection, Analysis, Excel, Reporting",4,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Economics Research Intern. Skills: Data Collection, Analysis, Excel, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
370,Marketing Intern,"Market Research, MS Office, Communication, Creativity",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Marketing Intern. Skills: Market Research, MS Office, Communication, Creativity. Experience: Entry-level (0-2 years). Domain: Non-Technical"
371,Digital Marketing Intern,"Social Media, SEO, Content Writing, Analytics",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Digital Marketing Intern. Skills: Social Media, SEO, Content Writing, Analytics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
372,Content Writer,"Writing Skills, Creativity, Grammar, Research",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Content Writer. Skills: Writing Skills, Creativity, Grammar, Research. Experience: Entry-level (0-2 years). Domain: Non-Technical"
373,Graphic Design Intern,"Photoshop, Illustrator, Creativity, Layout Design",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Graphic Design Intern. Skills: Photoshop, Illustrator, Creativity, Layout Design. Experience: Entry-level (0-2 years). Domain: Non-Technical"
374,UI/UX Intern,"Figma, Adobe XD, Design Thinking, Wireframing",4,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: UI/UX Intern. Skills: Figma, Adobe XD, Design Thinking, Wireframing. Experience: Entry-level (0-2 years). Domain: Technical"
375,Video Editing Intern,"Premiere Pro, Creativity, Storytelling, Editing Skills",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Video Editing Intern. Skills: Premiere Pro, Creativity, Storytelling, Editing Skills. Experience: Entry-level (0-2 years). Domain: Non-Technical"
376,HR Intern,"Communication, Coordination, Excel, Data Entry",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: HR Intern. Skills: Communication, Coordination, Excel, Data Entry. Experience: Entry-level (0-2 years). Domain: Non-Technical"
377,Admin Intern,"Excel, Communication, Scheduling, Coordination",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Admin Intern. Skills: Excel, Communication, Scheduling, Coordination. Experience: Entry-level (0-2 years). Domain: Non-Technical"
378,School Finance Club Intern,"Excel Basics, Data Recording, Analytical Thinking",3,Entry-level (0-2 years),1.0,School,Finance,XLSX,,,,0,0,0,False,"Job Role: School Finance Club Intern. Skills: Excel Basics, Data Recording, Analytical Thinking. Experience: Entry-level (0-2 years). Domain: Finance"
379,School STEM Club Intern,"Basic Coding, Logical Thinking, Problem Solving",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School STEM Club Intern. Skills: Basic Coding, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
380,School AI/ML Intro,"Scratch, Python Basics, Logical Thinking",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School AI/ML Intro. Skills: Scratch, Python Basics, Logical Thinking. Experience: Entry-level (0-2 years). Domain: Technical"
