Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
51,Treasury Manager,"Cash Management, Foreign Exchange, Risk Management",cash management | foreign exchange | risk management,"[""cash management"", ""foreign exchange"", ""risk management""]","Cash Flow Forecasting, Investment Strategy","JP Morgan, HSBC, Citi",General,College,Senior-level (5+ years),3.0,"$120,000 - $180,000",120000,180000,150000,True,3,False,"Job Role: Treasury Manager. Skills: Cash Management, Foreign Exchange, Risk Management. Projects: Cash Flow Forecasting, Investment Strategy. Experience: Senior-level (5+ years)"
52,Robotics Software Engineer,"ROS, Computer Vision, C++",ros | computer vision | c++,"[""ros"", ""computer vision"", ""c++""]","Autonomous Systems, Robot Control","Boston Dynamics, iRobot, KUKA",General,College,Mid-level (2-5 years),2.0,"$110,000 - $170,000",110000,170000,140000,True,3,False,"Job Role: Robotics Software Engineer. Skills: ROS, Computer Vision, C++. Projects: Autonomous Systems, Robot Control. Experience: Mid-level (2-5 years)"
53,Healthcare Quality Manager,"Quality Metrics, Patient Safety, Regulatory Compliance",quality metrics | patient safety | regulatory compliance,"[""quality metrics"", ""patient safety"", ""regulatory compliance""]","Quality Improvement, Patient Safety Programs","Cleveland Clinic, Mayo Clinic, Johns Hopkins",General,College,Senior-level (5+ years),3.0,"$100,000 - $150,000",100000,150000,125000,True,3,False,"Job Role: Healthcare Quality Manager. Skills: Quality Metrics, Patient Safety, Regulatory Compliance. Projects: Quality Improvement, Patient Safety Programs. Experience: Senior-level (5+ years)"
54,Fixed Income Analyst,"Bond Markets, Yield Analysis, Financial Modeling",bond markets | yield analysis | financial modeling,"[""bond markets"", ""yield analysis"", ""financial modeling""]","Fixed Income Research, Portfolio Analysis","PIMCO, BlackRock, Vanguard",General,College,Mid-level (2-5 years),2.0,"$100,000 - $150,000",100000,150000,125000,True,3,False,"Job Role: Fixed Income Analyst. Skills: Bond Markets, Yield Analysis, Financial Modeling. Projects: Fixed Income Research, Portfolio Analysis. Experience: Mid-level (2-5 years)"
55,Materials Engineer,"Material Science, Testing Methods, Quality Control",material science | testing methods | quality control,"[""material science"", ""testing methods"", ""quality control""]","Materials Development, Failure Analysis","3M, DuPont, BASF",General,College,Mid-level (2-5 years),2.0,"$85,000 - $130,000",85000,130000,107500,True,3,False,"Job Role: Materials Engineer. Skills: Material Science, Testing Methods, Quality Control. Projects: Materials Development, Failure Analysis. Experience: Mid-level (2-5 years)"
56,Pharmaceutical Sales Director,"Sales Management, Medical Knowledge, Business Development",sales management | medical knowledge | business development,"[""sales management"", ""medical knowledge"", ""business development""]","Sales Strategy, Team Management","Johnson & Johnson, Novartis, Roche",General,College,Senior-level (5+ years),3.0,"$150,000 - $250,000",150000,250000,200000,True,3,False,"Job Role: Pharmaceutical Sales Director. Skills: Sales Management, Medical Knowledge, Business Development. Projects: Sales Strategy, Team Management. Experience: Senior-level (5+ years)"
57,Corporate Finance Manager,"Financial Planning, Analysis, Budgeting",financial planning | analysis | budgeting,"[""financial planning"", ""analysis"", ""budgeting""]","Financial Forecasting, Budget Management","Amazon, Google, Microsoft",General,College,Senior-level (5+ years),3.0,"$130,000 - $190,000",130000,190000,160000,True,3,False,"Job Role: Corporate Finance Manager. Skills: Financial Planning, Analysis, Budgeting. Projects: Financial Forecasting, Budget Management. Experience: Senior-level (5+ years)"
58,Controls Engineer,"PLC Programming, HMI Design, Industrial Networks",plc programming | hmi design | industrial networks,"[""plc programming"", ""hmi design"", ""industrial networks""]","Control System Design, Process Automation","Honeywell, Emerson, Schneider",General,College,Mid-level (2-5 years),2.0,"$90,000 - $140,000",90000,140000,115000,True,3,False,"Job Role: Controls Engineer. Skills: PLC Programming, HMI Design, Industrial Networks. Projects: Control System Design, Process Automation. Experience: Mid-level (2-5 years)"
59,Clinical Operations Director,"Clinical Research, Team Management, GCP",clinical research | team management | google cloud platform,"[""clinical research"", ""team management"", ""google cloud platform""]","Research Program Management, Site Operations","PPD, IQVIA, Parexel",General,College,Senior-level (5+ years),3.0,"$150,000 - $220,000",150000,220000,185000,True,3,False,"Job Role: Clinical Operations Director. Skills: Clinical Research, Team Management, GCP. Projects: Research Program Management, Site Operations. Experience: Senior-level (5+ years)"
60,Algorithmic Trading Developer,"Python, Machine Learning, Trading Systems",python | machine learning | trading systems,"[""python"", ""machine learning"", ""trading systems""]","Trading Algorithm Development, Market Analysis","Citadel, Two Sigma, DE Shaw",General,College,Senior-level (5+ years),3.0,"$180,000 - $300,000",180000,290000,240000,True,3,False,"Job Role: Algorithmic Trading Developer. Skills: Python, Machine Learning, Trading Systems. Projects: Trading Algorithm Development, Market Analysis. Experience: Senior-level (5+ years)"
61,Bioprocess Engineer,"Fermentation, Scale-up, Process Development",fermentation | scale up | process development,"[""fermentation"", ""scale up"", ""process development""]","Bioreactor Design, Process Optimization","Amgen, Genentech, Biogen",General,College,Mid-level (2-5 years),2.0,"$95,000 - $145,000",95000,145000,120000,True,3,False,"Job Role: Bioprocess Engineer. Skills: Fermentation, Scale-up, Process Development. Projects: Bioreactor Design, Process Optimization. Experience: Mid-level (2-5 years)"
62,Healthcare Strategy Consultant,"Healthcare Systems, Business Strategy, Analytics",healthcare systems | business strategy | analytics,"[""healthcare systems"", ""business strategy"", ""analytics""]","Healthcare Market Analysis, Strategic Planning","McKinsey, BCG, Deloitte",General,College,Senior-level (5+ years),3.0,"$140,000 - $220,000",140000,220000,180000,True,3,False,"Job Role: Healthcare Strategy Consultant. Skills: Healthcare Systems, Business Strategy, Analytics. Projects: Healthcare Market Analysis, Strategic Planning. Experience: Senior-level (5+ years)"
63,Venture Capital Analyst,"Startup Analysis, Due Diligence, Market Research",startup analysis | due diligence | market research,"[""startup analysis"", ""due diligence"", ""market research""]","Investment Analysis, Deal Sourcing","Sequoia, Andreessen Horowitz, Kleiner Perkins",General,College,Mid-level (2-5 years),2.0,"$120,000 - $180,000",120000,180000,150000,True,3,False,"Job Role: Venture Capital Analyst. Skills: Startup Analysis, Due Diligence, Market Research. Projects: Investment Analysis, Deal Sourcing. Experience: Mid-level (2-5 years)"
64,Rf Engineer,"RF Design, Signal Processing, Testing",rf design | signal processing | testing,"[""rf design"", ""signal processing"", ""testing""]","Antenna Design, RF Systems","Qualcomm, Nokia, Ericsson",General,College,Mid-level (2-5 years),2.0,"$95,000 - $145,000",95000,145000,120000,True,3,False,"Job Role: Rf Engineer. Skills: RF Design, Signal Processing, Testing. Projects: Antenna Design, RF Systems. Experience: Mid-level (2-5 years)"
65,Medical Director,"Clinical Leadership, Healthcare Management, Medical License",clinical leadership | healthcare management | medical license,"[""clinical leadership"", ""healthcare management"", ""medical license""]","Clinical Program Development, Quality Initiatives","United Healthcare, Kaiser, Blue Cross",General,College,Senior-level (5+ years),3.0,"$250,000 - $400,000",190000,290000,240000,True,3,False,"Job Role: Medical Director. Skills: Clinical Leadership, Healthcare Management, Medical License. Projects: Clinical Program Development, Quality Initiatives. Experience: Senior-level (5+ years)"
66,Investment Banking Director,"M&A, Capital Markets, Client Management",mergers and acquisitions | capital markets | client management,"[""mergers and acquisitions"", ""capital markets"", ""client management""]","Deal Management, Strategic Advisory","Goldman Sachs, Morgan Stanley, JP Morgan",General,College,Senior-level (5+ years),3.0,"$250,000 - $500,000",190000,290000,240000,True,3,False,"Job Role: Investment Banking Director. Skills: M&A, Capital Markets, Client Management. Projects: Deal Management, Strategic Advisory. Experience: Senior-level (5+ years)"
67,Systems Integration Engineer,"System Architecture, APIs, Integration Protocols",system architecture | apis | integration protocols,"[""system architecture"", ""apis"", ""integration protocols""]","Enterprise Integration, Cloud Migration","IBM, Accenture, Deloitte",General,College,Mid-level (2-5 years),2.0,"$100,000 - $150,000",100000,150000,125000,True,3,False,"Job Role: Systems Integration Engineer. Skills: System Architecture, APIs, Integration Protocols. Projects: Enterprise Integration, Cloud Migration. Experience: Mid-level (2-5 years)"
68,Clinical Pharmacist,"Pharmacy, Patient Care, Drug Safety",pharmacy | patient care | drug safety,"[""pharmacy"", ""patient care"", ""drug safety""]","Medication Management, Patient Education","CVS Health, Walgreens, Hospital Systems",General,College,Mid-level (2-5 years),2.0,"$110,000 - $140,000",110000,140000,125000,True,3,False,"Job Role: Clinical Pharmacist. Skills: Pharmacy, Patient Care, Drug Safety. Projects: Medication Management, Patient Education. Experience: Mid-level (2-5 years)"
69,Market Risk Manager,"Risk Models, Basel Regulations, VaR",risk models | basel regulations | var,"[""risk models"", ""basel regulations"", ""var""]","Risk Assessment, Regulatory Reporting","Deutsche Bank, UBS, Credit Suisse",General,College,Senior-level (5+ years),3.0,"$130,000 - $200,000",130000,200000,165000,True,3,False,"Job Role: Market Risk Manager. Skills: Risk Models, Basel Regulations, VaR. Projects: Risk Assessment, Regulatory Reporting. Experience: Senior-level (5+ years)"
70,Telecommunications Engineer,"Network Design, 5G, Wireless Systems",network design | 5g | wireless systems,"[""network design"", ""5g"", ""wireless systems""]","Network Deployment, Coverage Optimization","Verizon, AT&T, T-Mobile",General,College,Mid-level (2-5 years),2.0,"$90,000 - $140,000",90000,140000,115000,True,3,False,"Job Role: Telecommunications Engineer. Skills: Network Design, 5G, Wireless Systems. Projects: Network Deployment, Coverage Optimization. Experience: Mid-level (2-5 years)"
71,Healthcare Analytics Manager,"Healthcare Data, Analytics, Business Intelligence",healthcare data | analytics | business intelligence,"[""healthcare data"", ""analytics"", ""business intelligence""]","Patient Outcomes Analysis, Cost Analysis","OptumHealth, Anthem, Cigna",General,College,Senior-level (5+ years),3.0,"$120,000 - $180,000",120000,180000,150000,True,3,False,"Job Role: Healthcare Analytics Manager. Skills: Healthcare Data, Analytics, Business Intelligence. Projects: Patient Outcomes Analysis, Cost Analysis. Experience: Senior-level (5+ years)"
72,Equity Research Director,"Financial Analysis, Industry Research, Valuation",financial analysis | industry research | valuation,"[""financial analysis"", ""industry research"", ""valuation""]","Sector Analysis, Investment Recommendations","Morgan Stanley, Goldman Sachs, JP Morgan",General,College,Senior-level (5+ years),3.0,"$200,000 - $350,000",190000,290000,240000,True,3,False,"Job Role: Equity Research Director. Skills: Financial Analysis, Industry Research, Valuation. Projects: Sector Analysis, Investment Recommendations. Experience: Senior-level (5+ years)"
73,Semiconductor Process Engineer,"Semiconductor Fabrication, Process Integration",semiconductor fabrication | process integration,"[""semiconductor fabrication"", ""process integration""]","Chip Manufacturing, Yield Improvement","TSMC, Intel, Samsung",General,College,Mid-level (2-5 years),2.0,"$100,000 - $160,000",100000,160000,130000,True,2,False,"Job Role: Semiconductor Process Engineer. Skills: Semiconductor Fabrication, Process Integration. Projects: Chip Manufacturing, Yield Improvement. Experience: Mid-level (2-5 years)"
74,Clinical Education Director,"Medical Education, Program Development, Teaching",medical education | program development | teaching,"[""medical education"", ""program development"", ""teaching""]","Training Program Development, Curriculum Design","Teaching Hospitals, Medical Schools",General,College,Senior-level (5+ years),3.0,"$130,000 - $190,000",130000,190000,160000,True,3,False,"Job Role: Clinical Education Director. Skills: Medical Education, Program Development, Teaching. Projects: Training Program Development, Curriculum Design. Experience: Senior-level (5+ years)"
75,Asset Management Associate,"Portfolio Management, Investment Analysis, Client Relations",portfolio management | investment analysis | client relations,"[""portfolio management"", ""investment analysis"", ""client relations""]","Investment Strategy, Portfolio Analysis","BlackRock, Vanguard, Fidelity",General,College,Mid-level (2-5 years),2.0,"$110,000 - $170,000",110000,170000,140000,True,3,False,"Job Role: Asset Management Associate. Skills: Portfolio Management, Investment Analysis, Client Relations. Projects: Investment Strategy, Portfolio Analysis. Experience: Mid-level (2-5 years)"
